VTI: Vanguard Total Stock Market ETF
Inception Date: 2001-05-31
Fund Holdings as of: 2020-09-29
Total Assets Under Management (in thousands):	161857601
Shares Outstanding: 957228000
Expense Ratio: 0.03%
Tracks This Index: CRSP US Total Market Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VTI


Holding,Symbol,Weighting
LendingTree Inc,TREE,0.0072%
Ambac Financial Group Inc,AMBC,0.0072%
Strategic Education Inc,STRA,0.0072%
Olin Corp,OLN,0.0072%
New Fortress Energy Inc,NFE,0.0072%
Dycom Industries Inc,DY,0.0071%
Veritex Holdings Inc,VBTX,0.0071%
Hilltop Holdings Inc,HTH,0.0071%
Magellan Health Inc,MGLN,0.0071%
Inovalon Holdings Inc,INOV,0.0071%
Ovintiv Inc,OVV,0.0071%
Essential Properties Realty Trust Inc,EPRT,0.007%
Ingevity Corp,NGVT,0.007%
Alcoa Corp,AA,0.007%
Brinker International Inc,EAT,0.007%
Raven Industries Inc,RAVN,0.007%
Jack in the Box Inc,JACK,0.007%
Kirby Corp,KEX,0.007%
Liberty Media Corp,BATRK,0.0069%
OUTFRONT Media Inc,OUT,0.0069%
EchoStar Corp,SATS,0.0069%
Simpson Manufacturing Co Inc,SSD,0.0069%
Piper Sandler Companies,PIPR,0.0069%
Masonite International Corp,DOOR,0.0069%
Equitrans Midstream Corp,ETRN,0.0068%
Heron Therapeutics Inc,HRTX,0.0068%
Rent-A-Center Inc,RCII,0.0068%
Ligand Pharmaceuticals Inc,LGND,0.0068%
Columbia Property Trust Inc,CXP,0.0068%
Commvault Systems Inc,CVLT,0.0068%
Visteon Corp,VC,0.0068%
Hillenbrand Inc,HI,0.0067%
CareTrust REIT Inc,CTRE,0.0067%
Hamilton Lane Inc,HLNE,0.0067%
Summit Materials Inc,SUM,0.0067%
OneMain Holdings Inc,OMF,0.0067%
Genworth Financial Inc,GNW,0.0066%
Brinks Co,BCO,0.0066%
Veracyte Inc,VCYT,0.0066%
Healthcare Services Group Inc,HCSG,0.0066%
Park Hotels & Resorts Inc,PK,0.0066%
Sterling Bancorp,STL,0.0066%
Inovio Pharmaceuticals Inc,INO,0.0065%
Edgewell Personal Care Co,EPC,0.0065%
Sunstone Hotel Investors Inc,SHO,0.0065%
Cooper Tire & Rubber Co,CTB,0.0064%
Retail Properties of America Inc,RPAI,0.0064%
Core-Mark Holding Company Inc,CORE,0.0064%
SAGE Therapeutics Inc,SAGE,0.0064%
Rogers Corp,ROG,0.0064%
MEDNAX Inc,MD,0.0064%
Mercury General Corp,MCY,0.0064%
Cavco Industries Inc,CVCO,0.0064%
CNX Resources Corp,CNX,0.0063%
Innospec Inc,IOSP,0.0063%
Glaukos Corp,GKOS,0.0063%
SkyWest Inc,SKYW,0.0063%
CommScope Holding Company Inc,COMM,0.0063%
TriMas Corp,TRS,0.0063%
Spirit AeroSystems Holdings Inc,SPR,0.0063%
Kratos Defense and Security Solutions Inc,KTOS,0.0063%
O-I Glass Inc,OI,0.0063%
Laureate Education Inc,LAUR,0.0062%
AeroVironment Inc,AVAV,0.0062%
Synaptics Inc,SYNA,0.0062%
Cal-Maine Foods Inc,CALM,0.0062%
SLM Corp,SLM,0.0062%
World Wrestling Entertainment Inc,WWE,0.0062%
Cantel Medical Corp,CMD,0.0061%
Macquarie Infrastructure Corp,MIC,0.0061%
KAR Auction Services Inc,KAR,0.0061%
Wright Medical Group NV,WMGI,0.0061%
Murphy Usa Inc,MUSA,0.0061%
EnPro Industries Inc,NPO,0.0061%
Helios Technologies Inc,HLIO,0.0061%
Sabre Corp,SABR,0.006%
8x8 Inc,EGHT,0.006%
Zions Bancorporation NA,ZION,0.006%
Sandy Spring Bancorp Inc,SASR,0.006%
iRobot Corp,IRBT,0.006%
OceanFirst Financial Corp,OCFC,0.006%
Ryman Hospitality Properties Inc,RHP,0.006%
AZZ Inc,AZZ,0.006%
APi Group Corp,APG,0.006%
Axsome Therapeutics Inc,AXSM,0.006%
American Woodmark Corp,AMWD,0.006%
Simply Good Foods Co,SMPL,0.0059%
eHealth Inc,EHTH,0.0059%
Steven Madden Ltd,SHOO,0.0059%
GCP Applied Technologies Inc,GCP,0.0059%
Provident Financial Services Inc,PFS,0.0059%
ICF International Inc,ICFI,0.0059%
Dana Inc,DAN,0.0059%
Arcus Biosciences Inc,RCUS,0.0059%
Altair Engineering Inc,ALTR,0.0059%
Getty Realty Corp,GTY,0.0059%
Albany International Corp,AIN,0.0059%
Rocket Companies Inc,RKT,0.0058%
Texas Capital Bancshares Inc,TCBI,0.0058%
Onto Innovation Inc,ONTO,0.0058%
RLJ Lodging Trust,RLJ,0.0058%
Cardlytics Inc,CDLX,0.0058%
Hilton Grand Vacations Inc,HGV,0.0058%
Shake Shack Inc,SHAK,0.0058%
Alliance Data Systems Corp,ADS,0.0058%
Allscripts Healthcare Solutions Inc,MDRX,0.0058%
Axos Financial Inc,AX,0.0058%
Knowles Corp,KN,0.0057%
Bed Bath & Beyond Inc,BBBY,0.0057%
Employers Holdings Inc,EIG,0.0057%
1Life Healthcare Inc,ONEM,0.0057%
Cimpress PLC,CMPR,0.0057%
Macy's Inc,M,0.0057%
CarGurus Inc,CARG,0.0057%
Sleep Number Corp,SNBR,0.0057%
MACOM Technology Solutions Holdings Inc,MTSI,0.0057%
Coca-Cola Consolidated Inc,COKE,0.0057%
Pebblebrook Hotel Trust,PEB,0.0056%
Pacific Premier Bancorp Inc,PPBI,0.0056%
Urban Outfitters Inc,URBN,0.0056%
Yext Inc,YEXT,0.0056%
United Community Banks Inc,UCBI,0.0056%
Goodyear Tire & Rubber Co,GT,0.0056%
Geo Group Inc,GEO,0.0056%
CEVA Inc,CEVA,0.0056%
Adtalem Global Education Inc,ATGE,0.0056%
Yelp Inc,YELP,0.0056%
BankUnited Inc,BKU,0.0056%
CNO Financial Group Inc,CNO,0.0055%
Addus Homecare Corp,ADUS,0.0055%
Revance Therapeutics Inc,RVNC,0.0055%
Gray Television Inc,GTN,0.0055%
Southwestern Energy Co,SWN,0.0055%
CareDx Inc,CDNA,0.0055%
Helmerich and Payne Inc,HP,0.0054%
Universal Corp,UVV,0.0054%
Bloomin' Brands Inc,BLMN,0.0054%
K12 Inc,LRN,0.0054%
Antero Midstream Corp,AM,0.0054%
Urban Edge Properties,UE,0.0054%
Brookline Bancorp Inc,BRKL,0.0053%
Cubic Corp,CUB,0.0053%
Coeur Mining Inc,CDE,0.0053%
Argo Group International Holdings Ltd,ARGO,0.0053%
Netscout Systems Inc,NTCT,0.0053%
World Fuel Services Corp,INT,0.0053%
Site Centers Corp,SITC,0.0053%
Red Rock Resorts Inc,RRR,0.0053%
ZoomInfo Technologies Inc,ZI,0.0052%
Colony Capital Inc,CLNY,0.0052%
Monro Inc,MNRO,0.0052%
Six Flags Entertainment Corp,SIX,0.0052%
Sorrento Therapeutics Inc,SRNE,0.0052%
Dicerna Pharmaceuticals Inc,DRNA,0.0052%
Cardiovascular Systems Inc,CSII,0.0052%
Deluxe Corp,DLX,0.0052%
Maxar Technologies Inc,MAXR,0.0052%
Ferro Corp,FOE,0.0052%
Kaman Corp,KAMN,0.0051%
Cerus Corp,CERS,0.0051%
Alkermes Plc,ALKS,0.0051%
Cleveland-Cliffs Inc,CLF,0.0051%
CIT Group Inc,CIT,0.0051%
Grocery Outlet Holding Corp,GO,0.0051%
Resideo Technologies Inc,REZI,0.0051%
Mack-Cali Realty Corp,CLI,0.0051%
Dril-Quip Inc,DRQ,0.0051%
Retrophin Inc,RTRX,0.005%
Covanta Holding Corp,CVA,0.005%
Pluralsight Inc,PS,0.005%
Hyatt Hotels Corp,H,0.005%
Sinclair Broadcast Group Inc,SBGI,0.0049%
Avis Budget Group Inc,CAR,0.0049%
Materion Corp,MTRN,0.0049%
Kodiak Sciences Inc,KOD,0.0049%
James River Group Holdings Ltd,JRVR,0.0049%
Esperion Therapeutics Inc,ESPR,0.0049%
Supernus Pharmaceuticals Inc,SUPN,0.0049%
Verra Mobility Corp,VRRM,0.0049%
Weingarten Realty Investors,WRI,0.0048%
Belden Inc,BDC,0.0048%
Stitch Fix Inc,SFIX,0.0048%
Rambus Inc,RMBS,0.0048%
Affiliated Managers Group Inc,AMG,0.0048%
Fluor Corp,FLR,0.0047%
Diamondrock Hospitality Co,DRH,0.0047%
Virgin Galactic Holdings Inc,SPCE,0.0047%
Nordstrom Inc,JWN,0.0046%
Skyline Champion Corp,SKY,0.0046%
Terex Corp,TEX,0.0046%
Acadia Realty Trust,AKR,0.0046%
Coherus BioSciences Inc,CHRS,0.0046%
Magnolia Oil & Gas Corp,MGY,0.0046%
White Mountains Insurance Group Ltd,WTM,0.0046%
Service Properties Trust,SVC,0.0046%
Editas Medicine Inc,EDIT,0.0045%
Welbilt Inc,WBT,0.0045%
Sensient Technologies Corp,SXT,0.0045%
Stepan Co,SCL,0.0045%
Kontoor Brands Inc,KTB,0.0045%
Office Properties Income Trust,OPI,0.0045%
Huron Consulting Group Inc,HURN,0.0045%
AtriCure Inc,ATRC,0.0045%
Xenia Hotels & Resorts Inc,XHR,0.0045%
Corecivic Inc,CXW,0.0044%
NMI Holdings Inc,NMIH,0.0044%
Karyopharm Therapeutics Inc,KPTI,0.0044%
Fresh Del Monte Produce Inc,FDP,0.0044%
Robert Half International Inc,RHI,0.0044%
First Bancorp,FBP,0.0044%
AMC Networks Inc,AMCX,0.0044%
Cheesecake Factory Inc,CAKE,0.0043%
Regenxbio Inc,RGNX,0.0043%
Theravance Biopharma Inc,TBPH,0.0043%
Sally Beauty Holdings Inc,SBH,0.0043%
Atkore International Group Inc,ATKR,0.0043%
Cactus Inc,WHD,0.0043%
Tabula Rasa HealthCare Inc,TRHC,0.0043%
Cinemark Holdings Inc,CNK,0.0043%
Cadence Bancorp,CADE,0.0043%
Alexander & Baldwin Inc (Hawaii),ALEX,0.0043%
NIC Inc,EGOV,0.0042%
Boise Cascade Co,BCC,0.0042%
United States Steel Corp,X,0.0042%
ProAssurance Corp,PRA,0.0042%
Pros Holdings Inc,PRO,0.0042%
2U Inc,TWOU,0.0042%
Warner Music Group Corp,WMG,0.0042%
Adverum Biotechnologies Inc,ADVM,0.0041%
Harsco Corp,HSC,0.0041%
Winnebago Industries Inc,WGO,0.0041%
"Y-mAbs Therapeutics, Inc",YMAB,0.0041%
SeaWorld Entertainment Inc,SEAS,0.0041%
Spirit Airlines Inc,SAVE,0.0041%
Cushman & Wakefield PLC,CWK,0.004%
Allegheny Technologies Inc,ATI,0.004%
Perdoceo Education Corp,PRDO,0.004%
FirstCash Inc,FCFS,0.004%
Inter Parfums Inc,IPAR,0.0039%
BridgeBio Pharma Inc,BBIO,0.0039%
Athenex Inc,ATNX,0.0039%
Infinera Corp,INFN,0.0038%
US Ecology Inc,ECOL,0.0038%
Granite Construction Inc,GVA,0.0038%
Epizyme Inc,EPZM,0.0038%
ODP Corp,ODP,0.0037%
American Assets Trust Inc,AAT,0.0037%
AAR Corp,AIR,0.0037%
Atrion Corp,ATRI,0.0037%
Carpenter Technology Corp,CRS,0.0036%
BGC Partners Inc,BGCP,0.0036%
Power Integrations Inc,POWI,0.0036%
Summit Hotel Properties Inc,INN,0.0036%
Diversified Healthcare Trust,DHC,0.0035%
American Finance Trust Inc,AFIN,0.0035%
United Fire Group Inc,UFCS,0.0035%
Macerich Co,MAC,0.0035%
Myriad Genetics Inc,MYGN,0.0034%
Pilgrims Pride Corp,PPC,0.0034%
Great Western Bancorp Inc,GWB,0.0034%
Prestige Consumer Healthcare Inc,PBH,0.0033%
Digital Turbine Inc,APPS,0.0033%
Berkshire Hills Bancorp Inc,BHLB,0.0033%
PDC Energy Inc,PDCE,0.0031%
Continental Resources Inc,CLR,0.0031%
WW International Inc,WW,0.003%
Delek US Holdings Inc,DK,0.003%
Vir Biotechnology Inc,VIR,0.0029%
Arvinas Inc,ARVN,0.0029%
ChampionX Corp,CHX,0.0029%
OPKO Health Inc,OPK,0.0027%
NanoString Technologies Inc,NSTG,0.0027%
Karuna Therapeutics Inc,KRTX,0.0023%
B&G Foods Inc,BGS,0.0021%
Zogenix Inc,ZGNX,0.002%
Rhythm Pharmaceuticals Inc,RYTM,0.0018%
Cerence Inc,CRNC,0.0018%
Big Lots Inc,BIG,0.0014%
